,S5,S6,T1,T2,T3,T4,T5
2023-02-15 03:00,-210.885,-294.898,0.0,0.0,0.0,-111.679,0.0
2023-02-15 04:00,-212.89499999999998,-313.178,0.0,-4.232999999999996,0.0,-114.78999999999999,0.0
2023-02-15 05:00,-186.303,-370.318,0.0,0.0,0.0,-80.277,0.0
2023-02-15 06:00,-289.34000000000003,-421.303,0.0,0.0,0.0,-80.00800000000001,0.0
2023-02-15 07:00,-337.846,-420.522,0.0,-26.738999999999997,0.0,-108.29400000000001,0.0
2023-02-15 08:00,-371.02200000000005,-668.879,0.0,-36.813,0.0,-83.152,0.0
2023-02-15 09:00,-430.419,-841.502,0.0,-2.5589999999999984,0.0,-96.87700000000001,0.0
2023-02-15 10:00,-472.826,-893.457,0.0,0.0,0.0,-117.67800000000001,0.0
2023-02-15 11:00,-461.329,-908.289,0.0,-19.343000000000004,0.0,-114.043,0.0
2023-02-15 12:00,-429.695,-901.7270000000001,0.0,-38.132,0.0,-76.399,0.0
2023-02-15 13:00,-405.293,-849.365,0.0,-23.159999999999997,0.0,-68.79,0.0
2023-02-15 14:00,-374.733,-819.2439999999999,0.0,-11.838999999999995,0.0,-96.235,0.0
2023-02-15 15:00,-402.968,-820.6569999999999,0.0,-41.772999999999996,0.0,-67.861,0.0
2023-02-15 16:00,-419.476,-915.058,0.0,-39.375,0.0,-74.03299999999999,0.0
2023-02-15 17:00,-457.375,-991.345,0.0,-45.756,0.0,-92.25299999999999,0.0
2023-02-15 18:00,-450.465,-897.674,0.0,-23.096999999999998,0.0,-78.155,0.0
2023-02-15 19:00,-406.848,-794.327,0.0,-6.144000000000004,0.0,-62.851,0.0
2023-02-15 20:00,-342.639,-704.894,0.0,-22.156999999999996,0.0,-49.333,0.0
2023-02-15 21:00,-302.005,-629.9459999999999,0.0,-24.376999999999995,0.0,-29.287999999999997,0.0
2023-02-15 22:00,-266.48199999999997,-542.551,0.0,-34.06399999999999,0.0,-49.605,0.0
2023-02-15 23:00,-243.882,-523.62,0.0,-22.43,0.0,-47.43599999999999,0.0
2023-02-16 00:00,-236.209,-542.0840000000001,0.0,-45.117999999999995,0.0,-59.102,0.0
2023-02-16 01:00,-253.036,-637.31,0.0,-85.914,0.0,-62.449,0.0
2023-02-16 02:00,-277.711,-664.361,0.0,-130.789,0.0,-70.598,0.0
2023-02-16 03:00,-295.833,-682.698,0.0,-152.675,-5.0329999999999995,-88.327,0.0
2023-02-16 04:00,-331.673,-701.431,0.0,-159.111,-9.0,-99.593,0.0
2023-02-16 05:00,-374.454,-780.766,0.0,-179.401,-4.316,-77.844,0.0
2023-02-16 06:00,-455.02099999999996,-964.038,-3.750999999999997,-217.74200000000002,0.0,-101.806,0.0
2023-02-16 07:00,-525.0550000000001,-1144.013,-32.616,-253.055,0.0,-135.593,0.0
2023-02-16 08:00,-578.577,-1269.241,-46.005,-265.977,0.0,-135.579,0.0
2023-02-16 09:00,-619.8879999999999,-1390.402,-44.15500000000001,-268.463,0.0,-152.925,0.0
2023-02-16 10:00,-633.3040000000001,-1407.4250000000002,-47.446,-258.764,0.0,-153.051,0.0
2023-02-16 11:00,-627.2139999999999,-1371.056,-52.13300000000001,-244.043,0.0,-180.74900000000002,0.0
2023-02-16 12:00,-613.231,-1302.835,-49.581,-223.39,0.0,-190.95999999999998,0.0
2023-02-16 13:00,-574.0830000000001,-1232.935,-34.50500000000001,-221.822,0.0,-131.73,0.0
2023-02-16 14:00,-540.441,-1139.356,-24.176000000000002,-217.81799999999998,0.0,-138.22899999999998,0.0
2023-02-16 15:00,-521.412,-1107.487,-22.886,-227.86,0.0,-135.754,0.0
2023-02-16 16:00,-532.377,-1147.112,-25.946999999999996,-241.12,0.0,-115.319,0.0
2023-02-16 17:00,-554.013,-1104.815,-39.501,-245.051,0.0,-106.972,-0.33699999999999974
2023-02-16 18:00,-548.117,-933.055,-40.32899999999999,-220.965,0.0,-105.464,-1.5070000000000006
2023-02-16 19:00,-467.823,-772.219,-9.996999999999998,-185.298,0.0,-116.10300000000001,0.0
2023-02-16 20:00,-396.101,-624.371,0.0,-164.676,0.0,-118.32,0.0
2023-02-16 21:00,-294.11400000000003,-422.92400000000004,0.0,-126.54299999999999,0.0,-91.29499999999999,0.0
2023-02-16 22:00,-207.427,-286.381,0.0,-68.261,0.0,-95.602,0.0
2023-02-16 23:00,-147.969,-238.692,0.0,-15.208,0.0,-101.479,0.0
2023-02-17 00:00,-104.762,-158.68200000000002,0.0,0.0,0.0,-74.214,0.0
2023-02-17 01:00,-82.934,-114.258,0.0,0.0,0.0,-46.828,0.0
2023-02-17 02:00,-64.87,-60.29100000000001,0.0,0.0,0.0,-28.889,0.0
2023-02-17 03:00,-82.416,-50.402,0.0,0.0,0.0,-29.389000000000003,0.0
2023-02-17 04:00,-142.108,-154.318,0.0,0.0,0.0,-27.455999999999996,0.0
2023-02-17 05:00,-171.935,-290.317,0.0,0.0,0.0,-92.959,0.0
2023-02-17 06:00,-259.67,-436.375,0.0,-94.819,0.0,-129.928,0.0
2023-02-17 07:00,-254.48200000000003,-568.103,0.0,-100.15100000000001,0.0,-128.93599999999998,0.0
2023-02-17 08:00,-302.783,-665.615,0.0,-89.607,0.0,-109.029,0.0
2023-02-17 09:00,-328.025,-660.5709999999999,0.0,-32.358000000000004,0.0,-71.62400000000001,0.0
2023-02-17 10:00,-322.996,-608.556,0.0,-11.616000000000003,0.0,-13.137,0.0
2023-02-17 11:00,-301.476,-571.562,0.0,0.0,0.0,-0.913000000000006,0.0
2023-02-17 12:00,-307.52700000000004,-526.408,0.0,0.0,0.0,-0.04500000000000082,0.0
2023-02-17 13:00,-286.398,-585.886,0.0,0.0,0.0,0.0,0.0
2023-02-17 14:00,-293.73900000000003,-589.558,0.0,0.0,0.0,-20.873000000000005,0.0
2023-02-17 15:00,-319.87199999999996,-667.115,0.0,-36.409,0.0,-47.473000000000006,0.0
2023-02-17 16:00,-423.395,-913.398,0.0,-108.571,0.0,-93.72999999999999,0.0
2023-02-17 17:00,-501.392,-1141.796,0.0,-171.445,0.0,-141.317,0.0
2023-02-17 18:00,-521.914,-1180.5030000000002,0.0,-190.32999999999998,0.0,-133.138,0.0
2023-02-17 19:00,-526.303,-1182.4470000000001,0.0,-207.691,0.0,-134.54500000000002,0.0
2023-02-17 20:00,-538.462,-1175.3029999999999,0.0,-213.973,0.0,-139.846,0.0
2023-02-17 21:00,-516.573,-1115.752,0.0,-194.207,0.0,-116.85300000000001,0.0
2023-02-17 22:00,-467.0,-940.033,0.0,-181.04500000000002,0.0,-145.023,0.0
2023-02-17 23:00,-414.01099999999997,-735.3620000000001,0.0,-141.394,0.0,-120.792,0.0
2023-02-18 00:00,-374.923,-573.7860000000001,0.0,-135.975,0.0,-123.46600000000001,-8.393
2023-02-18 01:00,-327.089,-383.182,0.0,-155.776,0.0,-108.181,-15.863000000000001
2023-02-18 02:00,-323.70000000000005,-240.76,0.0,-162.357,0.0,-123.13,-19.362000000000002
2023-02-18 03:00,-309.243,-137.549,0.0,-167.982,0.0,-136.268,-22.753999999999998
2023-02-18 04:00,-283.458,-27.333,0.0,-169.398,0.0,-129.95,-17.918000000000003
2023-02-18 05:00,-257.913,0.0,0.0,-167.07999999999998,0.0,-128.362,-19.496999999999996
2023-02-18 06:00,-261.36699999999996,-115.62900000000002,0.0,-171.925,0.0,-99.91499999999999,-17.738
2023-02-18 07:00,-348.895,-294.491,0.0,-188.954,0.0,-85.759,-15.122999999999998
2023-02-18 08:00,-449.235,-629.363,0.0,-218.829,0.0,-91.15299999999999,-25.419999999999998
2023-02-18 09:00,-518.063,-824.671,-1.0389999999999955,-234.07299999999998,0.0,-112.53999999999999,-28.327999999999996
2023-02-18 10:00,-539.221,-997.149,-2.0639999999999916,-234.336,0.0,-136.813,-25.756999999999998
2023-02-18 11:00,-541.469,-1049.6660000000002,-6.376,-233.507,0.0,-162.41899999999998,-29.619999999999997
2023-02-18 12:00,-571.672,-1073.536,-1.3770000000000016,-229.51600000000002,0.0,-174.10199999999998,-25.951
2023-02-18 13:00,-589.0630000000001,-1035.819,-0.9079999999999987,-225.527,0.0,-171.21800000000002,-23.012
2023-02-18 14:00,-567.819,-985.0129999999999,-1.6210000000000033,-225.51999999999998,0.0,-165.118,-26.718
2023-02-18 15:00,-565.545,-1032.258,-0.2179999999999988,-237.004,0.0,-167.957,-29.081
2023-02-18 16:00,-567.288,-1064.534,-5.409999999999993,-250.757,0.0,-161.954,-29.429000000000002
2023-02-18 17:00,-586.527,-1097.7649999999999,-28.020999999999994,-276.704,0.0,-157.656,-33.849000000000004
2023-02-18 18:00,-578.2860000000001,-1042.159,-33.04299999999999,-270.922,0.0,-161.005,-32.162
2023-02-18 19:00,-562.0550000000001,-972.162,-21.770000000000003,-253.125,0.0,-152.651,-28.200000000000003
2023-02-18 20:00,-519.3,-919.164,-13.470000000000004,-241.874,0.0,-157.03900000000002,-28.919
2023-02-18 21:00,-489.12699999999995,-853.6299999999999,0.0,-220.772,0.0,-192.282,-18.293
2023-02-18 22:00,-470.313,-818.494,0.0,-204.862,0.0,-172.698,-0.09999999999999964
2023-02-18 23:00,-431.803,-791.0719999999999,0.0,-175.469,0.0,-151.623,0.0
2023-02-19 00:00,-389.634,-776.383,0.0,-150.683,0.0,-150.62900000000002,0.0
2023-02-19 01:00,-361.077,-766.072,0.0,-142.245,0.0,-119.11,0.0
2023-02-19 02:00,-324.587,-699.7760000000001,0.0,-145.334,0.0,-105.055,0.0
2023-02-19 03:00,-284.574,-646.635,0.0,-140.279,0.0,-113.613,0.0
2023-02-19 04:00,-268.146,-600.7149999999999,0.0,-132.578,0.0,-109.328,0.0
2023-02-19 05:00,-274.29200000000003,-600.0029999999999,0.0,-121.31299999999999,0.0,-122.617,0.0
2023-02-19 06:00,-256.404,-589.299,0.0,-132.30599999999998,0.0,-83.553,0.0
2023-02-19 07:00,-240.878,-560.414,0.0,-111.735,0.0,-94.982,0.0
2023-02-19 08:00,-254.458,-602.1949999999999,0.0,-86.155,0.0,-78.001,0.0
2023-02-19 09:00,-246.149,-592.092,0.0,-81.863,0.0,-50.568,0.0
2023-02-19 10:00,-268.803,-566.603,0.0,-56.407,0.0,-71.543,0.0
2023-02-19 11:00,-273.051,-572.8620000000001,0.0,-42.358000000000004,0.0,-42.73700000000001,0.0
2023-02-19 12:00,-298.611,-619.178,0.0,-59.176,0.0,-36.992000000000004,0.0
2023-02-19 13:00,-293.539,-619.7570000000001,0.0,-60.18000000000001,0.0,-28.218999999999998,0.0
2023-02-19 14:00,-267.625,-554.883,0.0,-22.205000000000005,0.0,-3.8300000000000054,0.0
2023-02-19 15:00,-271.16200000000003,-521.4449999999999,0.0,-5.449999999999996,0.0,-18.790000000000006,0.0
2023-02-19 16:00,-300.499,-552.971,0.0,0.0,0.0,-14.677999999999999,0.0
2023-02-19 17:00,-349.365,-665.193,0.0,0.0,0.0,-7.767000000000003,0.0
2023-02-19 18:00,-343.38,-630.212,0.0,0.0,0.0,-35.658,0.0
2023-02-19 19:00,-302.558,-529.988,0.0,0.0,0.0,-75.41,0.0
2023-02-19 20:00,-262.671,-495.70799999999997,0.0,0.0,0.0,-67.057,0.0
2023-02-19 21:00,-224.901,-385.942,0.0,0.0,0.0,-82.29599999999999,0.0
2023-02-19 22:00,-174.321,-275.305,0.0,0.0,0.0,-64.08099999999999,0.0
2023-02-19 23:00,-127.94,-166.26299999999998,0.0,0.0,0.0,-34.662,0.0
2023-02-20 00:00,-100.006,-116.024,0.0,0.0,0.0,-33.42999999999999,0.0
2023-02-20 01:00,-108.602,-84.15699999999998,0.0,0.0,0.0,-27.534,0.0
2023-02-20 02:00,-99.143,-41.17,0.0,0.0,0.0,-42.476,0.0
2023-02-20 03:00,-91.173,-28.78400000000001,0.0,0.0,0.0,-59.326,0.0
2023-02-20 04:00,-84.646,-0.05099999999998328,0.0,0.0,0.0,-57.256,0.0
2023-02-20 05:00,-93.59899999999999,-48.88899999999999,0.0,0.0,0.0,-52.591,0.0
2023-02-20 06:00,-161.91,-208.405,0.0,-11.821000000000002,0.0,-41.09799999999999,0.0
2023-02-20 07:00,-241.682,-345.36699999999996,0.0,-93.97800000000001,0.0,-88.076,0.0
2023-02-20 08:00,-279.9,-457.18899999999996,0.0,-85.172,0.0,-81.404,0.0
2023-02-20 09:00,-318.31600000000003,-613.2239999999999,0.0,-89.40700000000001,0.0,-61.20699999999998,0.0
2023-02-20 10:00,-364.067,-657.688,0.0,-114.813,0.0,-47.748999999999995,0.0
2023-02-20 11:00,-371.284,-649.59,0.0,-93.99600000000001,0.0,-59.949999999999996,0.0
2023-02-20 12:00,-377.89,-656.712,0.0,-49.230000000000004,0.0,-89.93299999999999,0.0
2023-02-20 13:00,-382.206,-652.613,0.0,-17.787,0.0,-81.166,0.0
2023-02-20 14:00,-365.307,-697.859,0.0,-40.588,0.0,-72.775,0.0
2023-02-20 15:00,-374.40599999999995,-712.117,0.0,-60.69399999999999,0.0,-81.402,0.0
2023-02-20 16:00,-394.97900000000004,-795.4839999999999,0.0,-105.947,0.0,-82.11699999999999,0.0
2023-02-20 17:00,-442.017,-795.793,0.0,-172.91000000000003,0.0,-113.596,0.0
2023-02-20 18:00,-426.679,-826.7570000000001,0.0,-173.81900000000002,0.0,-136.074,0.0
2023-02-20 19:00,-373.826,-743.963,0.0,-180.714,0.0,-127.941,0.0
2023-02-20 20:00,-340.792,-719.921,0.0,-173.122,0.0,-121.459,0.0
2023-02-20 21:00,-300.509,-672.909,0.0,-192.80599999999998,0.0,-135.469,0.0
2023-02-20 22:00,-292.105,-601.432,0.0,-179.567,0.0,-114.838,0.0
2023-02-20 23:00,-254.23000000000002,-558.318,0.0,-162.514,0.0,-109.566,0.0
2023-02-21 00:00,-241.866,-528.1030000000001,0.0,-159.279,0.0,-100.26599999999999,0.0
2023-02-21 01:00,-205.23,-495.787,0.0,-148.523,0.0,-87.632,0.0
2023-02-21 02:00,-193.095,-423.99800000000005,0.0,-149.017,0.0,-98.414,0.0
2023-02-21 03:00,-199.809,-451.63199999999995,0.0,-145.37,0.0,-102.65,0.0
2023-02-21 04:00,-204.137,-493.799,0.0,-139.97000000000003,0.0,-86.75,0.0
2023-02-21 05:00,-233.01500000000001,-615.0160000000001,0.0,-144.23399999999998,0.0,-73.443,0.0
2023-02-21 06:00,-303.29499999999996,-764.178,0.0,-155.48399999999998,0.0,-70.75999999999999,0.0
2023-02-21 07:00,-392.35699999999997,-927.39,0.0,-178.467,0.0,-102.827,0.0
2023-02-21 08:00,-451.443,-975.127,0.0,-191.785,0.0,-103.27199999999999,0.0
2023-02-21 09:00,-446.744,-1027.058,0.0,-170.875,0.0,-84.598,0.0
2023-02-21 10:00,-475.755,-1064.899,0.0,-144.182,0.0,-93.723,0.0
2023-02-21 11:00,-455.60900000000004,-983.9100000000001,0.0,-126.12899999999999,0.0,-80.5,0.0
2023-02-21 12:00,-419.00800000000004,-930.409,0.0,-114.43,0.0,-66.78800000000001,0.0
2023-02-21 13:00,-411.904,-922.905,0.0,-96.69200000000001,0.0,-52.162,0.0
2023-02-21 14:00,-417.728,-917.789,0.0,-63.367,0.0,-69.57999999999998,0.0
2023-02-21 15:00,-427.153,-985.518,0.0,-63.803,0.0,-73.846,0.0
2023-02-21 16:00,-448.712,-1030.4070000000002,0.0,-100.148,0.0,-64.517,0.0
2023-02-21 17:00,-486.376,-1063.365,0.0,-130.36,0.0,-115.423,0.0
2023-02-21 18:00,-489.66499999999996,-1059.687,0.0,-128.768,0.0,-102.595,0.0
2023-02-21 19:00,-474.52,-989.974,0.0,-126.20599999999999,0.0,-115.164,0.0
2023-02-21 20:00,-468.41200000000003,-914.703,0.0,-96.55199999999999,0.0,-97.786,0.0
2023-02-21 21:00,-439.748,-771.7919999999999,0.0,-41.693,0.0,-93.39,0.0
2023-02-21 22:00,-383.298,-595.1659999999999,0.0,-5.986999999999999,0.0,-87.505,0.0
2023-02-21 23:00,-326.125,-535.517,0.0,0.0,0.0,-70.026,0.0
2023-02-22 00:00,-293.70000000000005,-484.147,0.0,-19.539,0.0,-66.416,0.0
2023-02-22 01:00,-271.71500000000003,-416.674,0.0,-69.624,0.0,-73.193,0.0
2023-02-22 02:00,-265.054,-449.57,0.0,-76.59,0.0,-67.669,0.0
2023-02-22 03:00,-302.577,-485.001,0.0,-64.154,0.0,-85.65,0.0
2023-02-22 04:00,-305.428,-567.649,0.0,-51.681,0.0,-57.101,0.0
2023-02-22 05:00,-304.332,-628.905,0.0,-48.531000000000006,0.0,-51.039,0.0
2023-02-22 06:00,-362.629,-755.361,0.0,-66.505,0.0,-62.844,0.0
2023-02-22 07:00,-478.791,-917.299,0.0,-82.023,0.0,-105.28199999999998,0.0
2023-02-22 08:00,-530.94,-949.1479999999999,0.0,-79.435,0.0,-146.13400000000001,0.0
2023-02-22 09:00,-595.444,-1019.292,0.0,-89.30499999999999,0.0,-157.332,0.0
2023-02-22 10:00,-607.701,-1039.205,0.0,-104.273,0.0,-159.111,0.0
2023-02-22 11:00,-580.174,-1090.8319999999999,0.0,-101.97,0.0,-152.172,0.0
2023-02-22 12:00,-546.2139999999999,-1125.328,0.0,-93.029,0.0,-133.803,0.0
2023-02-22 13:00,-514.55,-1085.2069999999999,0.0,-57.572,0.0,-112.24300000000001,0.0
2023-02-22 14:00,-500.76099999999997,-1047.85,0.0,-32.251999999999995,0.0,-104.32400000000001,0.0
2023-02-22 15:00,-495.3,-1043.6109999999999,0.0,-45.985,0.0,-79.803,0.0
2023-02-22 16:00,-503.25300000000004,-1119.79,0.0,0.0,0.0,-102.999,0.0
2023-02-22 17:00,-481.091,-1121.075,0.0,0.0,0.0,-128.553,0.0
2023-02-22 18:00,-509.851,-1029.058,0.0,0.0,0.0,-84.697,0.0
2023-02-22 19:00,-518.239,-987.068,0.0,-1.5550000000000077,0.0,-93.201,0.0
2023-02-22 20:00,-474.605,-865.229,0.0,-15.993000000000006,0.0,-123.41,0.0
2023-02-22 21:00,-417.236,-770.107,0.0,-19.863999999999997,0.0,-117.894,0.0
2023-02-22 22:00,-396.164,-750.713,0.0,-24.839000000000002,0.0,-136.996,0.0
2023-02-22 23:00,-386.129,-689.4590000000001,0.0,-19.056000000000004,0.0,-111.55199999999999,0.0
2023-02-23 00:00,-366.75,-698.11,0.0,-11.049,0.0,-143.254,0.0
2023-02-23 01:00,-360.185,-736.2529999999999,0.0,-0.6089999999999991,0.0,-132.796,0.0
2023-02-23 02:00,-353.672,-744.2729999999999,0.0,-4.338000000000003,0.0,-130.551,0.0
2023-02-23 03:00,-343.006,-719.6949999999999,0.0,-0.20499999999999918,0.0,-138.762,0.0
2023-02-23 04:00,-349.74800000000005,-696.246,0.0,-65.765,0.0,-134.361,0.0
2023-02-23 05:00,-385.132,-804.0930000000001,0.0,-108.64099999999999,0.0,-109.122,0.0
2023-02-23 06:00,-450.47400000000005,-1000.086,0.0,-132.964,0.0,-127.38,0.0
2023-02-23 07:00,-505.904,-1173.406,0.0,-143.921,0.0,-161.86599999999999,0.0
2023-02-23 08:00,-547.745,-1248.699,0.0,-159.34799999999998,0.0,-170.298,0.0
2023-02-23 09:00,-562.6179999999999,-1282.154,0.0,-186.753,0.0,-149.338,0.0
2023-02-23 10:00,-563.12,-1278.455,0.0,-191.92,0.0,-140.04500000000002,0.0
2023-02-23 11:00,-555.606,-1277.9189999999999,0.0,-178.315,0.0,-150.674,0.0
2023-02-23 12:00,-548.713,-1277.638,0.0,-148.56799999999998,0.0,-162.18,0.0
2023-02-23 13:00,-506.279,-1180.327,0.0,-129.489,0.0,-120.162,0.0
2023-02-23 14:00,-444.823,-1024.684,0.0,-105.081,0.0,-73.896,0.0
2023-02-23 15:00,-445.27599999999995,-994.057,0.0,-76.05000000000001,0.0,-126.28999999999999,0.0
2023-02-23 16:00,-450.536,-987.1990000000001,0.0,-89.711,0.0,-100.155,0.0
2023-02-23 17:00,-438.38199999999995,-1007.694,0.0,-71.494,0.0,-97.77,0.0
2023-02-23 18:00,-411.89,-940.348,0.0,-61.331999999999994,0.0,-75.131,0.0
2023-02-23 19:00,-414.27200000000005,-855.027,0.0,-56.272,0.0,-92.06899999999999,0.0
2023-02-23 20:00,-358.131,-738.502,0.0,-8.017000000000003,0.0,-66.467,0.0
2023-02-23 21:00,-295.70500000000004,-595.289,0.0,0.0,0.0,-109.678,0.0
2023-02-23 22:00,-231.124,-502.592,0.0,0.0,0.0,-91.303,0.0
2023-02-23 23:00,-186.377,-327.81600000000003,0.0,0.0,0.0,-93.43199999999999,0.0
2023-02-24 00:00,-180.603,-233.002,0.0,0.0,0.0,-78.78,0.0
2023-02-24 01:00,-193.14499999999998,-211.60399999999998,0.0,0.0,0.0,-59.867000000000004,0.0
2023-02-24 02:00,-210.489,-204.51,0.0,0.0,0.0,-65.293,0.0
2023-02-24 03:00,-208.065,-175.635,0.0,0.0,0.0,-89.048,0.0
2023-02-24 04:00,-241.024,-219.239,0.0,0.0,0.0,-103.721,0.0
2023-02-24 05:00,-279.148,-383.03200000000004,0.0,0.0,0.0,-43.507999999999996,0.0
2023-02-24 06:00,-379.656,-610.6669999999999,0.0,0.0,0.0,-82.436,0.0
2023-02-24 07:00,-467.727,-842.81,0.0,0.0,0.0,-125.197,0.0
2023-02-24 08:00,-486.469,-967.517,0.0,0.0,0.0,-117.893,0.0
2023-02-24 09:00,-505.495,-1008.06,0.0,0.0,0.0,-106.523,0.0
2023-02-24 10:00,-494.749,-973.892,0.0,0.0,0.0,-86.918,0.0
2023-02-24 11:00,-470.61400000000003,-901.52,0.0,0.0,0.0,-62.676,0.0
2023-02-24 12:00,-444.584,-934.645,0.0,0.0,0.0,-57.513000000000005,0.0
2023-02-24 13:00,-433.213,-874.973,0.0,0.0,0.0,-55.150999999999996,0.0
2023-02-24 14:00,-411.198,-856.847,0.0,0.0,0.0,-64.008,0.0
2023-02-24 15:00,-424.51,-868.7280000000001,0.0,0.0,0.0,-83.25899999999999,0.0
2023-02-24 16:00,-481.789,-947.218,0.0,0.0,0.0,-102.31,0.0
2023-02-24 17:00,-489.37199999999996,-1016.971,0.0,-1.7779999999999987,0.0,-110.465,0.0
2023-02-24 18:00,-524.205,-1028.9940000000001,0.0,-6.631,0.0,-130.39,0.0
2023-02-24 19:00,-489.89300000000003,-930.703,0.0,0.0,0.0,-142.909,0.0
2023-02-24 20:00,-499.573,-893.551,0.0,0.0,0.0,-98.34700000000001,0.0
2023-02-24 21:00,-469.233,-860.279,0.0,0.0,0.0,-129.17,0.0
2023-02-24 22:00,-411.702,-779.175,0.0,0.0,0.0,-111.338,0.0
2023-02-24 23:00,-405.28499999999997,-750.87,0.0,0.0,0.0,-107.384,0.0
2023-02-25 00:00,-368.461,-729.176,0.0,0.0,0.0,-109.504,0.0
2023-02-25 01:00,-337.31,-671.879,0.0,0.0,0.0,-102.37700000000001,0.0
2023-02-25 02:00,-325.661,-596.5029999999999,0.0,0.0,0.0,-80.094,0.0
2023-02-25 03:00,-315.61899999999997,-553.948,0.0,0.0,-3.7560000000000002,-94.97300000000001,0.0
2023-02-25 04:00,-312.41700000000003,-572.643,0.0,0.0,-3.6580000000000004,-100.128,0.0
2023-02-25 05:00,-332.296,-639.598,0.0,0.0,-1.313,-48.17400000000001,0.0
2023-02-25 06:00,-371.76099999999997,-711.326,0.0,0.0,0.0,-64.916,0.0
2023-02-25 07:00,-407.855,-789.781,0.0,-2.025000000000002,0.0,-77.392,0.0
2023-02-25 08:00,-465.35299999999995,-911.612,0.0,-41.41799999999999,0.0,-91.612,0.0
2023-02-25 09:00,-505.40599999999995,-998.604,0.0,-57.96900000000001,0.0,-124.493,0.0
2023-02-25 10:00,-501.283,-1027.774,0.0,-50.208,0.0,-118.18799999999999,0.0
2023-02-25 11:00,-464.844,-978.4359999999999,0.0,-53.498999999999995,0.0,-129.411,0.0
2023-02-25 12:00,-493.95399999999995,-956.704,0.0,-64.48599999999999,0.0,-144.781,0.0
2023-02-25 13:00,-502.889,-948.625,0.0,-58.068000000000005,-2.2409999999999997,-145.564,0.0
2023-02-25 14:00,-495.16499999999996,-934.855,0.0,-76.249,-1.748,-134.33100000000002,-3.1799999999999997
2023-02-25 15:00,-508.136,-1002.422,0.0,-101.81099999999999,-0.4790000000000005,-144.16500000000002,-7.481
2023-02-25 16:00,-534.837,-1094.44,-6.640999999999996,-129.285,0.0,-158.461,-15.491
2023-02-25 17:00,-561.024,-1172.384,-24.778000000000006,-154.881,-0.48599999999999977,-167.848,-30.201000000000004
2023-02-25 18:00,-557.491,-1216.248,-48.512,-181.709,0.0,-174.024,-34.268
2023-02-25 19:00,-532.652,-1134.074,-43.21900000000001,-174.388,0.0,-163.102,-34.733999999999995
2023-02-25 20:00,-515.649,-1074.443,-51.968999999999994,-173.44600000000003,0.0,-156.69,-39.906000000000006
2023-02-25 21:00,-473.68399999999997,-1035.077,-32.879999999999995,-168.525,0.0,-183.76999999999998,-30.934999999999995
2023-02-25 22:00,-443.655,-983.769,-16.744999999999997,-164.981,0.0,-164.777,-25.656999999999996
2023-02-25 23:00,-407.626,-939.813,-7.643999999999998,-146.84199999999998,0.0,-144.468,-22.025000000000006
2023-02-26 00:00,-384.211,-866.9680000000001,-9.926000000000002,-139.853,0.0,-146.168,-27.922
2023-02-26 01:00,-363.77200000000005,-803.6320000000001,-6.707,-136.01100000000002,0.0,-138.174,-26.421
2023-02-26 02:00,-340.15700000000004,-754.496,-10.901999999999994,-135.575,0.0,-134.151,-30.328
2023-02-26 03:00,-341.83,-739.473,-28.473000000000003,-146.684,-8.457,-145.023,-36.163000000000004
2023-02-26 04:00,-343.57,-724.777,-19.806,-148.59699999999998,-5.9399999999999995,-146.199,-27.209
2023-02-26 05:00,-344.091,-744.971,-19.588,-139.011,0.0,-97.498,-22.953
2023-02-26 06:00,-365.07399999999996,-791.3199999999999,-29.702999999999996,-145.909,0.0,-96.915,-23.411
2023-02-26 07:00,-392.131,-852.831,-43.454,-162.112,0.0,-109.364,-23.51
2023-02-26 08:00,-454.13800000000003,-989.281,-55.407,-188.275,0.0,-130.712,-28.505000000000003
2023-02-26 09:00,-505.89099999999996,-1118.71,-56.76,-209.81900000000002,0.0,-150.679,-28.668999999999997
2023-02-26 10:00,-537.125,-1183.641,-44.348,-212.559,0.0,-154.378,-26.180000000000003
2023-02-26 11:00,-538.807,-1172.0430000000001,-41.891000000000005,-219.55,0.0,-161.058,-26.257999999999996
2023-02-26 12:00,-544.604,-1208.446,-41.381,-227.79399999999998,0.0,-157.664,-18.979999999999997
2023-02-26 13:00,-528.3209999999999,-1202.968,-34.934,-224.714,0.0,-149.52999999999997,-17.569
2023-02-26 14:00,-521.094,-1201.6419999999998,-33.016,-220.256,0.0,-148.466,-21.791
2023-02-26 15:00,-526.104,-1214.1460000000002,-35.33800000000001,-224.08,-2.148000000000001,-155.689,-23.938000000000002
2023-02-26 16:00,-546.004,-1278.329,-52.524,-236.533,0.0,-171.428,-18.235
2023-02-26 17:00,-602.398,-1391.342,-66.46700000000001,-265.999,0.0,-192.075,-21.033
2023-02-26 18:00,-637.4449999999999,-1432.222,-78.109,-276.168,0.0,-203.323,-29.131999999999998
2023-02-26 19:00,-624.259,-1374.939,-67.543,-264.071,-2.6440000000000006,-194.067,-33.357
2023-02-26 20:00,-577.6669999999999,-1286.681,-73.34699999999998,-249.304,-3.720999999999999,-185.02100000000002,-38.516999999999996
2023-02-26 21:00,-545.8209999999999,-1175.1350000000002,-50.666,-223.68099999999998,-9.184000000000001,-206.079,-30.246000000000002
2023-02-26 22:00,-482.41499999999996,-1052.3600000000001,-32.566,-203.808,-4.372999999999999,-185.29,-24.683
2023-02-26 23:00,-437.02200000000005,-973.5,-20.903999999999996,-179.91,-7.771999999999999,-164.242,-21.665999999999997
